product_id,sku,product_name,category,sub_category,brand,supplier,unit_cost,list_price,launch_date,status
10162,SKU-IN-10162,TATA Makeup Model 443,BEAUTY,MAKEUP,TATA,METRO CASH & CARRY,7501.95,16617.21,2023-08-24,ACTIVE
10163,SKU-IN-10163,HP Accessories Model 559,ELECTRONICS,ACCESSORIES,HP,RELIANCE RETAIL,67839.95,144001.65,2022-08-18,ACTIVE
10164,SKU-IN-10164,HALDIRAM Accessories Model 533,ELECTRONICS,ACCESSORIES,HALDIRAM,FLIPKART WHOLESALE,461.6,963.05,2022-12-16,ACTIVE
10165,SKU-IN-10165,MAMAEARTH Atta & Dal Model 568,GROCERIES,ATTA & DAL,MAMAEARTH,FLIPKART WHOLESALE,228.83,454.18,2023-06-29,ACTIVE
10166,SKU-IN-10166,TATA Ages 9+ Model 398,TOYS,AGES 9+,TATA,UDAAN DISTRIBUTORS,45107.05,68933.9,2020-10-21,ACTIVE
10167,SKU-IN-10167,ADIDAS Makeup Model 169,BEAUTY,MAKEUP,ADIDAS,RELIANCE RETAIL,548.28,739.33,2022-01-08,DISCONTINUED
10168,SKU-IN-10168,XIAOMI Ages 0-3 Model 169,TOYS,AGES 0-3,XIAOMI,DMART WHOLESALE,2626.28,3331.91,2024-06-02,ACTIVE
10169,SKU-IN-10169,GODREJ Kids Model 758,APPAREL,KIDS,GODREJ,METRO CASH & CARRY,83.25,156.34,2024-07-24,DISCONTINUED
10170,SKU-IN-10170,BIBA Ages 9+ Model 137,TOYS,AGES 9+,BIBA,TATA DIGITAL,97.33,208.54,2022-07-26,ACTIVE
10171,SKU-IN-10171,RELIANCE Mobiles Model 656,ELECTRONICS,MOBILES,RELIANCE,AMAZON BUSINESS INDIA,7520.27,13857.53,2024-07-27,ACTIVE
10172,SKU-IN-10172,BAJAJ Mobiles Model 439,ELECTRONICS,MOBILES,BAJAJ,TATA DIGITAL,7007.4,9144.48,2023-09-04,ACTIVE
10173,SKU-IN-10173,XIAOMI Ayurveda Model 291,BEAUTY,AYURVEDA,XIAOMI,AMAZON BUSINESS INDIA,39661.04,93201.48,2021-11-25,DISCONTINUED
10174,SKU-IN-10174,BOAT Fragrance Model 284,BEAUTY,FRAGRANCE,BOAT,TATA DIGITAL,38563.98,67301.79,2024-08-11,ACTIVE
10175,SKU-IN-10175,GODREJ Mens Ethnic Model 536,APPAREL,MENS ETHNIC,GODREJ,METRO CASH & CARRY,29286.08,51625.59,2024-01-09,DISCONTINUED
10176,SKU-IN-10176,RELIANCE Ayurveda Model 381,BEAUTY,AYURVEDA,RELIANCE,RELIANCE RETAIL,70642.68,116944.94,2022-06-09,ACTIVE
10177,SKU-IN-10177,DELL Education Model 969,BOOKS,EDUCATION,DELL,AMAZON BUSINESS INDIA,56917.56,133511.96,2020-10-19,ACTIVE
10178,SKU-IN-10178,PARLE Furniture Model 133,HOME & KITCHEN,FURNITURE,PARLE,METRO CASH & CARRY,34375.65,58104.56,2023-03-07,DISCONTINUED
10179,SKU-IN-10179,PUMA Fragrance Model 421,BEAUTY,FRAGRANCE,PUMA,TATA DIGITAL,480.44,893.08,2022-03-26,ACTIVE
10180,SKU-IN-10180,BIBA Mens Ethnic Model 368,APPAREL,MENS ETHNIC,BIBA,TATA DIGITAL,4527.77,10416.47,2020-08-29,DISCONTINUED
10181,SKU-IN-10181,BAJAJ Masala Model 238,GROCERIES,MASALA,BAJAJ,FLIPKART WHOLESALE,73986.48,134276.6,2020-09-08,DISCONTINUED
10182,SKU-IN-10182,BOAT Decor Model 455,HOME & KITCHEN,DECOR,BOAT,FLIPKART WHOLESALE,77664.41,185195.51,2023-09-29,ACTIVE
10183,SKU-IN-10183,BIBA Outdoor Model 911,SPORTS,OUTDOOR,BIBA,METRO CASH & CARRY,4463.04,6201.69,2021-02-15,ACTIVE
10184,SKU-IN-10184,SAMSUNG Ages 0-3 Model 232,TOYS,AGES 0-3,SAMSUNG,FLIPKART WHOLESALE,49203.97,87952.92,2023-02-03,ACTIVE
10185,SKU-IN-10185,HP Badminton Model 175,SPORTS,BADMINTON,HP,METRO CASH & CARRY,37577.25,64664.76,2023-03-23,ACTIVE
10186,SKU-IN-10186,PUMA Womens Western Model 898,APPAREL,WOMENS WESTERN,PUMA,METRO CASH & CARRY,45249.92,63240.6,2024-08-24,ACTIVE
10187,SKU-IN-10187,MAMAEARTH Fiction Model 826,BOOKS,FICTION,MAMAEARTH,BIG BASKET SUPPLY,19017.11,27372.38,2021-10-22,ACTIVE
10188,SKU-IN-10188,ASIAN PAINTS Fitness Model 740,SPORTS,FITNESS,ASIAN PAINTS,TATA DIGITAL,526.29,991.25,2020-09-13,ACTIVE
10189,SKU-IN-10189,BIBA Appliances Model 962,HOME & KITCHEN,APPLIANCES,BIBA,RELIANCE RETAIL,52962.5,121141.18,2021-11-22,ACTIVE
10190,SKU-IN-10190,ASIAN PAINTS Mens Ethnic Model 754,APPAREL,MENS ETHNIC,ASIAN PAINTS,RELIANCE RETAIL,23178.2,44223.03,2023-06-19,DISCONTINUED
10191,SKU-IN-10191,HP Cricket Model 564,SPORTS,CRICKET,HP,FLIPKART WHOLESALE,653.52,1331.7,2021-09-01,ACTIVE
10192,SKU-IN-10192,ADIDAS Decor Model 420,HOME & KITCHEN,DECOR,ADIDAS,DMART WHOLESALE,4143.98,6801.19,2020-10-21,ACTIVE
10193,SKU-IN-10193,SAMSUNG Non-Fiction Model 225,BOOKS,NON-FICTION,SAMSUNG,TATA DIGITAL,48438.89,78324.87,2022-08-13,DISCONTINUED
10194,SKU-IN-10194,MAMAEARTH Snacks Model 528,GROCERIES,SNACKS,MAMAEARTH,BIG BASKET SUPPLY,267.66,452.82,2023-06-14,ACTIVE
10195,SKU-IN-10195,HALDIRAM Fragrance Model 415,BEAUTY,FRAGRANCE,HALDIRAM,AMAZON BUSINESS INDIA,423.7,780.43,2022-10-18,ACTIVE
10196,SKU-IN-10196,DELL Womens Western Model 149,APPAREL,WOMENS WESTERN,DELL,RELIANCE RETAIL,7760.14,11620.16,2021-12-23,ACTIVE
10197,SKU-IN-10197,HP Ages 9+ Model 237,TOYS,AGES 9+,HP,TATA DIGITAL,4664.17,10374.27,2022-06-01,ACTIVE
10198,SKU-IN-10198,RELIANCE Education Model 666,BOOKS,EDUCATION,RELIANCE,TATA DIGITAL,1168.34,2215.28,2022-01-12,ACTIVE
10199,SKU-IN-10199,ASIAN PAINTS Regional Model 503,BOOKS,REGIONAL,ASIAN PAINTS,DMART WHOLESALE,56988.7,79022.39,2020-07-17,ACTIVE
10200,SKU-IN-10200,HALDIRAM Makeup Model 139,BEAUTY,MAKEUP,HALDIRAM,METRO CASH & CARRY,44656.82,81502.7,2020-04-02,ACTIVE
10201,SKU-IN-10201,PUMA Ages 9+ Model 727,TOYS,AGES 9+,PUMA,DMART WHOLESALE,504.7,930.08,2021-11-02,ACTIVE
10202,SKU-IN-10202,GODREJ Education Model 676,BOOKS,EDUCATION,GODREJ,TATA DIGITAL,67636.84,125952.7,2023-12-22,DISCONTINUED
10203,SKU-IN-10203,GODREJ Accessories Model 915,ELECTRONICS,ACCESSORIES,GODREJ,RELIANCE RETAIL,15891.53,27476.79,2021-09-22,DISCONTINUED
10204,SKU-IN-10204,RELIANCE Outdoor Model 734,SPORTS,OUTDOOR,RELIANCE,UDAAN DISTRIBUTORS,42592.31,78917.89,2024-01-16,ACTIVE
10205,SKU-IN-10205,MAMAEARTH Beverages Model 522,GROCERIES,BEVERAGES,MAMAEARTH,BIG BASKET SUPPLY,64.2,103.41,2020-11-06,DISCONTINUED
10206,SKU-IN-10206,RELIANCE Ages 9+ Model 778,TOYS,AGES 9+,RELIANCE,AMAZON BUSINESS INDIA,17941.94,26705.55,2021-10-27,DISCONTINUED
10207,SKU-IN-10207,PUMA Makeup Model 988,BEAUTY,MAKEUP,PUMA,TATA DIGITAL,32647.55,54111.03,2024-04-30,DISCONTINUED
10208,SKU-IN-10208,ASIAN PAINTS Snacks Model 889,GROCERIES,SNACKS,ASIAN PAINTS,TATA DIGITAL,29491.94,68796.1,2021-09-01,ACTIVE
10209,SKU-IN-10209,HP Ages 4-8 Model 380,TOYS,AGES 4-8,HP,TATA DIGITAL,4835.51,11240.91,2024-01-17,ACTIVE
10210,SKU-IN-10210,SAMSUNG Regional Model 180,BOOKS,REGIONAL,SAMSUNG,DMART WHOLESALE,267.84,423.39,2024-01-02,DISCONTINUED
10211,SKU-IN-10211,HALDIRAM Badminton Model 812,SPORTS,BADMINTON,HALDIRAM,TATA DIGITAL,670.96,1047.91,2023-02-25,ACTIVE
10212,SKU-IN-10212,PARLE Kids Model 753,APPAREL,KIDS,PARLE,BIG BASKET SUPPLY,88.07,201.77,2021-04-07,ACTIVE
10213,SKU-IN-10213,GODREJ Womens Western Model 105,APPAREL,WOMENS WESTERN,GODREJ,METRO CASH & CARRY,42013.08,85428.17,2020-10-08,DISCONTINUED
10214,SKU-IN-10214,HALDIRAM Ages 4-8 Model 191,TOYS,AGES 4-8,HALDIRAM,BIG BASKET SUPPLY,3112.41,6202.36,2024-04-23,ACTIVE
10215,SKU-IN-10215,BIBA Decor Model 290,HOME & KITCHEN,DECOR,BIBA,TATA DIGITAL,797.88,1361.62,2022-10-11,ACTIVE
10216,SKU-IN-10216,MAMAEARTH Accessories Model 636,ELECTRONICS,ACCESSORIES,MAMAEARTH,AMAZON BUSINESS INDIA,2848.84,6801.5,2023-01-17,ACTIVE
10217,SKU-IN-10217,HALDIRAM Ages 4-8 Model 363,TOYS,AGES 4-8,HALDIRAM,METRO CASH & CARRY,298.01,623.08,2023-08-20,ACTIVE
10218,SKU-IN-10218,HALDIRAM Fragrance Model 946,BEAUTY,FRAGRANCE,HALDIRAM,UDAAN DISTRIBUTORS,508.22,1008.58,2022-04-10,ACTIVE
10219,SKU-IN-10219,MAMAEARTH Womens Western Model 106,APPAREL,WOMENS WESTERN,MAMAEARTH,TATA DIGITAL,786.26,1414.54,2021-05-23,DISCONTINUED
10220,SKU-IN-10220,ASIAN PAINTS Dairy Model 367,GROCERIES,DAIRY,ASIAN PAINTS,DMART WHOLESALE,2974.01,6189.85,2020-01-24,ACTIVE
10221,SKU-IN-10221,PUMA Laptops Model 820,ELECTRONICS,LAPTOPS,PUMA,TATA DIGITAL,1949.96,3975.94,2024-12-23,ACTIVE
10222,SKU-IN-10222,PARLE Cricket Model 865,SPORTS,CRICKET,PARLE,DMART WHOLESALE,768.02,1382.37,2022-07-20,DISCONTINUED
10223,SKU-IN-10223,HALDIRAM Ages 9+ Model 183,TOYS,AGES 9+,HALDIRAM,AMAZON BUSINESS INDIA,560.26,1084.21,2024-05-31,ACTIVE
10224,SKU-IN-10224,MAMAEARTH Kids Model 686,APPAREL,KIDS,MAMAEARTH,METRO CASH & CARRY,671.58,1536.79,2021-02-18,ACTIVE
10225,SKU-IN-10225,MAMAEARTH Ayurveda Model 622,BEAUTY,AYURVEDA,MAMAEARTH,AMAZON BUSINESS INDIA,22788.91,43768.83,2020-07-05,ACTIVE
10226,SKU-IN-10226,DELL Ages 0-3 Model 788,TOYS,AGES 0-3,DELL,TATA DIGITAL,4088.95,5382.68,2022-08-04,ACTIVE
10227,SKU-IN-10227,TATA Education Model 452,BOOKS,EDUCATION,TATA,FLIPKART WHOLESALE,23688.89,31600.6,2022-05-17,ACTIVE
10228,SKU-IN-10228,RELIANCE Womens Western Model 756,APPAREL,WOMENS WESTERN,RELIANCE,UDAAN DISTRIBUTORS,3743.84,7990.54,2024-04-17,ACTIVE
10229,SKU-IN-10229,XIAOMI Regional Model 652,BOOKS,REGIONAL,XIAOMI,METRO CASH & CARRY,1377.8,3249.91,2024-11-26,ACTIVE
10230,SKU-IN-10230,XIAOMI Womens Ethnic Model 103,APPAREL,WOMENS ETHNIC,XIAOMI,RELIANCE RETAIL,17168.99,40785.5,2024-09-05,ACTIVE
10231,SKU-IN-10231,ADIDAS Ages 9+ Model 454,TOYS,AGES 9+,ADIDAS,METRO CASH & CARRY,35307.91,53460.19,2022-08-01,ACTIVE
10232,SKU-IN-10232,RELIANCE Beverages Model 116,GROCERIES,BEVERAGES,RELIANCE,BIG BASKET SUPPLY,38185.32,81371.45,2024-12-14,ACTIVE
10233,SKU-IN-10233,RELIANCE Mens Ethnic Model 350,APPAREL,MENS ETHNIC,RELIANCE,RELIANCE RETAIL,5104.05,10508.11,2020-04-09,DISCONTINUED
10234,SKU-IN-10234,HALDIRAM Ages 0-3 Model 935,TOYS,AGES 0-3,HALDIRAM,DMART WHOLESALE,155.1,371.08,2021-04-24,ACTIVE
10235,SKU-IN-10235,FABINDIA Atta & Dal Model 162,GROCERIES,ATTA & DAL,FABINDIA,METRO CASH & CARRY,45530.08,78566.44,2021-07-17,DISCONTINUED
10236,SKU-IN-10236,SAMSUNG Ages 0-3 Model 813,TOYS,AGES 0-3,SAMSUNG,UDAAN DISTRIBUTORS,56336.66,121330.87,2021-10-14,DISCONTINUED
10237,SKU-IN-10237,XIAOMI Cookware Model 330,HOME & KITCHEN,COOKWARE,XIAOMI,TATA DIGITAL,615.81,1105.1,2024-10-05,ACTIVE
10238,SKU-IN-10238,ADIDAS Ages 0-3 Model 361,TOYS,AGES 0-3,ADIDAS,BIG BASKET SUPPLY,4812.46,6757.69,2021-05-12,ACTIVE
10239,SKU-IN-10239,SAMSUNG Womens Western Model 374,APPAREL,WOMENS WESTERN,SAMSUNG,UDAAN DISTRIBUTORS,451.73,995.53,2020-04-15,ACTIVE
10240,SKU-IN-10240,HALDIRAM Womens Ethnic Model 115,APPAREL,WOMENS ETHNIC,HALDIRAM,BIG BASKET SUPPLY,2304.0,5283.27,2021-09-12,ACTIVE
10241,SKU-IN-10241,HP Footwear Model 345,APPAREL,FOOTWEAR,HP,DMART WHOLESALE,571.72,1177.36,2022-03-23,ACTIVE
10242,SKU-IN-10242,SAMSUNG Regional Model 577,BOOKS,REGIONAL,SAMSUNG,FLIPKART WHOLESALE,2683.24,4936.46,2022-10-15,DISCONTINUED
10243,SKU-IN-10243,SAMSUNG Makeup Model 859,BEAUTY,MAKEUP,SAMSUNG,METRO CASH & CARRY,3780.3,7170.86,2021-03-29,ACTIVE
10244,SKU-IN-10244,BAJAJ Badminton Model 953,SPORTS,BADMINTON,BAJAJ,BIG BASKET SUPPLY,197.14,298.57,2023-03-12,DISCONTINUED
10245,SKU-IN-10245,HP Fragrance Model 850,BEAUTY,FRAGRANCE,HP,DMART WHOLESALE,54202.0,98332.45,2020-12-10,ACTIVE
10246,SKU-IN-10246,BIBA Decor Model 134,HOME & KITCHEN,DECOR,BIBA,FLIPKART WHOLESALE,79303.29,186427.95,2022-12-09,ACTIVE
10247,SKU-IN-10247,FABINDIA Audio Model 323,ELECTRONICS,AUDIO,FABINDIA,AMAZON BUSINESS INDIA,24663.2,50886.22,2020-01-19,ACTIVE
10248,SKU-IN-10248,HP Wearables Model 521,ELECTRONICS,WEARABLES,HP,RELIANCE RETAIL,43125.52,54234.84,2023-02-03,ACTIVE
10249,SKU-IN-10249,TATA Cricket Model 283,SPORTS,CRICKET,TATA,FLIPKART WHOLESALE,66547.32,134767.5,2024-07-09,ACTIVE
10250,SKU-IN-10250,HALDIRAM Appliances Model 914,HOME & KITCHEN,APPLIANCES,HALDIRAM,UDAAN DISTRIBUTORS,45904.83,100416.66,2021-07-01,ACTIVE
10251,SKU-IN-10251,PUMA Ayurveda Model 800,BEAUTY,AYURVEDA,PUMA,FLIPKART WHOLESALE,25510.97,52343.96,2021-09-06,ACTIVE
10252,SKU-IN-10252,XIAOMI Womens Western Model 819,APPAREL,WOMENS WESTERN,XIAOMI,METRO CASH & CARRY,4779.45,6282.74,2020-01-20,ACTIVE
10253,SKU-IN-10253,GODREJ Ages 4-8 Model 143,TOYS,AGES 4-8,GODREJ,BIG BASKET SUPPLY,78367.7,185724.84,2022-12-17,ACTIVE
10254,SKU-IN-10254,RELIANCE Ages 4-8 Model 677,TOYS,AGES 4-8,RELIANCE,RELIANCE RETAIL,563.32,885.78,2023-01-17,ACTIVE
10255,SKU-IN-10255,HALDIRAM Skincare Model 507,BEAUTY,SKINCARE,HALDIRAM,FLIPKART WHOLESALE,18381.79,40325.87,2024-08-08,ACTIVE
10256,SKU-IN-10256,XIAOMI Appliances Model 857,HOME & KITCHEN,APPLIANCES,XIAOMI,METRO CASH & CARRY,72549.86,118364.32,2024-03-27,ACTIVE
10257,SKU-IN-10257,MAMAEARTH Skincare Model 887,BEAUTY,SKINCARE,MAMAEARTH,UDAAN DISTRIBUTORS,2471.44,3305.36,2023-05-24,ACTIVE
10258,SKU-IN-10258,PUMA Accessories Model 542,ELECTRONICS,ACCESSORIES,PUMA,METRO CASH & CARRY,2442.6,4606.73,2022-02-07,DISCONTINUED
10259,SKU-IN-10259,BAJAJ Kids Model 489,APPAREL,KIDS,BAJAJ,METRO CASH & CARRY,584.83,786.21,2020-11-11,DISCONTINUED
10260,SKU-IN-10260,MAMAEARTH Fragrance Model 879,BEAUTY,FRAGRANCE,MAMAEARTH,TATA DIGITAL,53.9,86.48,2022-01-07,ACTIVE
10261,SKU-IN-10261,BIBA Furniture Model 205,HOME & KITCHEN,FURNITURE,BIBA,RELIANCE RETAIL,4031.67,7611.6,2022-04-15,ACTIVE
10262,SKU-IN-10262,GODREJ Skincare Model 186,BEAUTY,SKINCARE,GODREJ,BIG BASKET SUPPLY,888.85,1534.05,2024-05-14,ACTIVE
10263,SKU-IN-10263,FABINDIA Non-Fiction Model 271,BOOKS,NON-FICTION,FABINDIA,UDAAN DISTRIBUTORS,2968.15,5393.4,2020-05-09,ACTIVE
10264,SKU-IN-10264,HP Education Model 740,BOOKS,EDUCATION,HP,AMAZON BUSINESS INDIA,320.84,749.44,2024-01-16,ACTIVE
10265,SKU-IN-10265,FABINDIA Ages 0-3 Model 735,TOYS,AGES 0-3,FABINDIA,UDAAN DISTRIBUTORS,848.73,1447.12,2024-09-19,ACTIVE
10266,SKU-IN-10266,ADIDAS Ages 4-8 Model 717,TOYS,AGES 4-8,ADIDAS,BIG BASKET SUPPLY,78144.23,109913.23,2021-10-18,DISCONTINUED
10267,SKU-IN-10267,XIAOMI Makeup Model 689,BEAUTY,MAKEUP,XIAOMI,BIG BASKET SUPPLY,2898.43,5939.47,2022-10-02,ACTIVE
10268,SKU-IN-10268,XIAOMI Education Model 658,BOOKS,EDUCATION,XIAOMI,METRO CASH & CARRY,1619.99,3075.43,2023-04-27,ACTIVE
10269,SKU-IN-10269,HALDIRAM Ages 9+ Model 938,TOYS,AGES 9+,HALDIRAM,UDAAN DISTRIBUTORS,6543.34,14434.44,2020-05-21,DISCONTINUED
10270,SKU-IN-10270,PARLE Cookware Model 486,HOME & KITCHEN,COOKWARE,PARLE,FLIPKART WHOLESALE,5542.37,11486.68,2024-06-04,DISCONTINUED
10271,SKU-IN-10271,XIAOMI Ages 9+ Model 528,TOYS,AGES 9+,XIAOMI,RELIANCE RETAIL,44476.11,102670.92,2023-11-17,ACTIVE
10272,SKU-IN-10272,PARLE Mens Ethnic Model 145,APPAREL,MENS ETHNIC,PARLE,UDAAN DISTRIBUTORS,55857.96,80507.48,2023-06-08,ACTIVE
10273,SKU-IN-10273,TATA Fiction Model 671,BOOKS,FICTION,TATA,BIG BASKET SUPPLY,244.05,448.39,2022-11-28,DISCONTINUED
10274,SKU-IN-10274,PUMA Ayurveda Model 125,BEAUTY,AYURVEDA,PUMA,AMAZON BUSINESS INDIA,50378.48,91967.71,2021-12-07,ACTIVE
10275,SKU-IN-10275,BOAT Badminton Model 419,SPORTS,BADMINTON,BOAT,DMART WHOLESALE,673.49,1407.37,2021-12-14,DISCONTINUED
10276,SKU-IN-10276,HP Masala Model 563,GROCERIES,MASALA,HP,DMART WHOLESALE,4228.37,7416.1,2023-11-27,ACTIVE
10277,SKU-IN-10277,MAMAEARTH Fitness Model 919,SPORTS,FITNESS,MAMAEARTH,METRO CASH & CARRY,686.89,1370.46,2023-10-18,ACTIVE
10278,SKU-IN-10278,GODREJ Appliances Model 514,HOME & KITCHEN,APPLIANCES,GODREJ,METRO CASH & CARRY,38698.6,68936.23,2024-06-21,ACTIVE
10279,SKU-IN-10279,TATA Regional Model 539,BOOKS,REGIONAL,TATA,UDAAN DISTRIBUTORS,52215.7,77118.57,2023-04-27,ACTIVE
10280,SKU-IN-10280,ASIAN PAINTS Snacks Model 918,GROCERIES,SNACKS,ASIAN PAINTS,METRO CASH & CARRY,66228.54,87550.71,2020-07-27,ACTIVE
10281,SKU-IN-10281,PUMA Makeup Model 754,BEAUTY,MAKEUP,PUMA,DMART WHOLESALE,246.77,553.27,2022-12-16,DISCONTINUED
10282,SKU-IN-10282,SAMSUNG Fiction Model 789,BOOKS,FICTION,SAMSUNG,TATA DIGITAL,6887.73,13499.72,2024-07-24,ACTIVE
10283,SKU-IN-10283,MAMAEARTH Cookware Model 244,HOME & KITCHEN,COOKWARE,MAMAEARTH,UDAAN DISTRIBUTORS,279.04,407.54,2023-11-21,DISCONTINUED
10284,SKU-IN-10284,ADIDAS Decor Model 277,HOME & KITCHEN,DECOR,ADIDAS,METRO CASH & CARRY,415.0,775.21,2023-08-14,DISCONTINUED
10285,SKU-IN-10285,BIBA Outdoor Model 467,SPORTS,OUTDOOR,BIBA,RELIANCE RETAIL,6862.29,13466.02,2024-11-07,DISCONTINUED
10286,SKU-IN-10286,XIAOMI Appliances Model 603,HOME & KITCHEN,APPLIANCES,XIAOMI,UDAAN DISTRIBUTORS,44391.54,80757.77,2023-11-03,DISCONTINUED
10287,SKU-IN-10287,BOAT Ages 0-3 Model 133,TOYS,AGES 0-3,BOAT,TATA DIGITAL,10221.97,21723.89,2021-08-21,ACTIVE
10288,SKU-IN-10288,PUMA Outdoor Model 623,SPORTS,OUTDOOR,PUMA,FLIPKART WHOLESALE,61461.31,130962.22,2023-01-30,ACTIVE
10289,SKU-IN-10289,RELIANCE Cricket Model 204,SPORTS,CRICKET,RELIANCE,BIG BASKET SUPPLY,39778.39,59720.22,2022-05-20,ACTIVE
10290,SKU-IN-10290,ASIAN PAINTS Audio Model 220,ELECTRONICS,AUDIO,ASIAN PAINTS,BIG BASKET SUPPLY,7007.84,9460.8,2024-11-07,ACTIVE
10291,SKU-IN-10291,BIBA Ayurveda Model 924,BEAUTY,AYURVEDA,BIBA,RELIANCE RETAIL,18024.92,26814.1,2021-02-27,ACTIVE
10292,SKU-IN-10292,GODREJ Outdoor Model 626,SPORTS,OUTDOOR,GODREJ,FLIPKART WHOLESALE,29069.7,55483.76,2024-10-23,ACTIVE
10293,SKU-IN-10293,ASIAN PAINTS Fiction Model 249,BOOKS,FICTION,ASIAN PAINTS,DMART WHOLESALE,17135.95,38487.18,2021-05-26,ACTIVE
10294,SKU-IN-10294,FABINDIA Regional Model 562,BOOKS,REGIONAL,FABINDIA,FLIPKART WHOLESALE,53532.94,105566.14,2022-02-07,ACTIVE
10295,SKU-IN-10295,SAMSUNG Education Model 989,BOOKS,EDUCATION,SAMSUNG,FLIPKART WHOLESALE,7641.83,12428.54,2020-01-06,DISCONTINUED
10296,SKU-IN-10296,XIAOMI Skincare Model 374,BEAUTY,SKINCARE,XIAOMI,DMART WHOLESALE,776.1,1706.31,2022-10-10,ACTIVE
10297,SKU-IN-10297,HP Makeup Model 201,BEAUTY,MAKEUP,HP,AMAZON BUSINESS INDIA,7237.91,15392.08,2020-04-04,ACTIVE
10298,SKU-IN-10298,PUMA Womens Ethnic Model 805,APPAREL,WOMENS ETHNIC,PUMA,METRO CASH & CARRY,804.87,1892.84,2021-02-18,ACTIVE
10299,SKU-IN-10299,BOAT Cookware Model 764,HOME & KITCHEN,COOKWARE,BOAT,METRO CASH & CARRY,33951.35,45657.22,2023-09-22,ACTIVE
10300,SKU-IN-10300,PARLE Education Model 318,BOOKS,EDUCATION,PARLE,AMAZON BUSINESS INDIA,5519.49,11366.02,2020-01-03,ACTIVE
10301,SKU-IN-10301,DELL Appliances Model 936,HOME & KITCHEN,APPLIANCES,DELL,FLIPKART WHOLESALE,40044.82,50427.32,2021-12-04,DISCONTINUED
10302,SKU-IN-10302,BOAT Decor Model 205,HOME & KITCHEN,DECOR,BOAT,DMART WHOLESALE,337.3,705.08,2020-07-28,ACTIVE
10303,SKU-IN-10303,XIAOMI Outdoor Model 643,SPORTS,OUTDOOR,XIAOMI,RELIANCE RETAIL,531.18,1077.61,2020-05-20,ACTIVE
10304,SKU-IN-10304,HALDIRAM Ages 4-8 Model 803,TOYS,AGES 4-8,HALDIRAM,AMAZON BUSINESS INDIA,61875.36,142800.8,2023-06-15,ACTIVE
10305,SKU-IN-10305,FABINDIA Mens Ethnic Model 422,APPAREL,MENS ETHNIC,FABINDIA,METRO CASH & CARRY,492.18,832.59,2022-05-29,ACTIVE
10306,SKU-IN-10306,PARLE Fitness Model 897,SPORTS,FITNESS,PARLE,RELIANCE RETAIL,51271.93,106612.63,2021-08-06,ACTIVE
10307,SKU-IN-10307,DELL Masala Model 902,GROCERIES,MASALA,DELL,BIG BASKET SUPPLY,610.88,971.22,2020-04-21,DISCONTINUED
10308,SKU-IN-10308,PARLE Fiction Model 112,BOOKS,FICTION,PARLE,DMART WHOLESALE,5394.19,7183.25,2024-12-25,ACTIVE
10309,SKU-IN-10309,ADIDAS Decor Model 888,HOME & KITCHEN,DECOR,ADIDAS,FLIPKART WHOLESALE,4733.76,6857.73,2022-08-22,ACTIVE
10310,SKU-IN-10310,ASIAN PAINTS Mens Ethnic Model 507,APPAREL,MENS ETHNIC,ASIAN PAINTS,TATA DIGITAL,79.87,105.39,2024-06-04,DISCONTINUED
10311,SKU-IN-10311,BOAT Regional Model 185,BOOKS,REGIONAL,BOAT,TATA DIGITAL,46632.67,91327.94,2021-07-22,ACTIVE
10312,SKU-IN-10312,GODREJ Snacks Model 797,GROCERIES,SNACKS,GODREJ,FLIPKART WHOLESALE,5022.35,10686.09,2023-08-23,ACTIVE
10313,SKU-IN-10313,RELIANCE Non-Fiction Model 726,BOOKS,NON-FICTION,RELIANCE,RELIANCE RETAIL,114.66,200.62,2022-07-17,ACTIVE
10314,SKU-IN-10314,TATA Furniture Model 455,HOME & KITCHEN,FURNITURE,TATA,TATA DIGITAL,17879.25,22582.44,2022-10-13,ACTIVE
10315,SKU-IN-10315,ASIAN PAINTS Makeup Model 443,BEAUTY,MAKEUP,ASIAN PAINTS,UDAAN DISTRIBUTORS,71821.86,153493.72,2020-03-01,ACTIVE
10316,SKU-IN-10316,BOAT Mens Western Model 979,APPAREL,MENS WESTERN,BOAT,METRO CASH & CARRY,4077.42,6785.41,2022-10-20,ACTIVE
10317,SKU-IN-10317,MAMAEARTH Cookware Model 621,HOME & KITCHEN,COOKWARE,MAMAEARTH,RELIANCE RETAIL,56536.67,78169.5,2024-02-26,ACTIVE
10318,SKU-IN-10318,RELIANCE Mobiles Model 978,ELECTRONICS,MOBILES,RELIANCE,RELIANCE RETAIL,3420.63,7895.71,2021-01-01,DISCONTINUED
10319,SKU-IN-10319,PARLE Atta & Dal Model 179,GROCERIES,ATTA & DAL,PARLE,DMART WHOLESALE,7394.15,11963.18,2024-08-18,ACTIVE
10320,SKU-IN-10320,PARLE Mobiles Model 998,ELECTRONICS,MOBILES,PARLE,AMAZON BUSINESS INDIA,78661.8,184634.29,2020-05-21,ACTIVE
10321,SKU-IN-10321,BOAT Cricket Model 677,SPORTS,CRICKET,BOAT,TATA DIGITAL,40885.72,68453.21,2021-08-20,ACTIVE
10322,SKU-IN-10322,HP Ages 4-8 Model 351,TOYS,AGES 4-8,HP,METRO CASH & CARRY,599.35,1125.9,2024-06-18,ACTIVE
10323,SKU-IN-10323,PARLE Fiction Model 109,BOOKS,FICTION,PARLE,DMART WHOLESALE,32942.51,72984.46,2024-12-01,ACTIVE
