store_id,store_code,store_name,store_type,address,city,state,region_id,manager_name,opening_date,square_feet,status
5179,ST-5179,Panaji Flagship Store,FLAGSHIP,"348, MG Road",PANAJI,GOA,4,Manager 6533,2023-01-15,2202,RENOVATION
5180,ST-5180,Amritsar Popup Store,EXPRESS,"963, Anna Salai",AMRITSAR,PUNJAB,1,Manager 3440,2020-05-17,8434,ACTIVE
5181,ST-5181,Gurugram Express Store,FLAGSHIP,"483, FC Road",GURUGRAM,HARYANA,1,Manager 1750,2019-08-03,8752,ACTIVE
5182,ST-5182,Delhi Flagship Store,OUTLET,"841, Nehru Marg",DELHI,DELHI,1,Manager 8474,2019-12-07,6393,CLOSED
5183,ST-5183,Lucknow Flagship Store,EXPRESS,"610, FC Road",LUCKNOW,UTTAR PRADESH,1,Manager 4613,2019-03-12,2867,ACTIVE
5184,ST-5184,Pune Express Store,OUTLET,"124, FC Road",PUNE,MAHARASHTRA,4,Manager 9943,2021-10-13,5300,ACTIVE
5185,ST-5185,Coimbatore Popup Store,STANDARD,"344, Nehru Marg",COIMBATORE,TAMIL NADU,2,Manager 2978,2018-07-06,9774,ACTIVE
5186,ST-5186,Mumbai Outlet Store,POPUP,"169, Marine Drive",MUMBAI,MAHARASHTRA,4,Manager 4991,2019-11-20,2133,ACTIVE
5187,ST-5187,Chandigarh Express Store,STANDARD,"17, Marine Drive",CHANDIGARH,CHANDIGARH,1,Manager 2322,2024-11-13,1008,ACTIVE
5188,ST-5188,Chennai Popup Store,OUTLET,"427, Marine Drive",CHENNAI,TAMIL NADU,2,Manager 3079,2019-01-01,7555,ACTIVE
5189,ST-5189,Shillong Popup Store,EXPRESS,"422, Park Street",SHILLONG,MEGHALAYA,6,Manager 3859,2021-01-14,2032,CLOSED
5190,ST-5190,Chennai Popup Store,FLAGSHIP,"643, Sector 17",CHENNAI,TAMIL NADU,2,Manager 6699,2023-08-10,14522,ACTIVE
5191,ST-5191,Bhopal Standard Store,FLAGSHIP,"543, Nehru Marg",BHOPAL,MADHYA PRADESH,5,Manager 6929,2020-08-23,17431,ACTIVE
5192,ST-5192,Surat Outlet Store,FLAGSHIP,"199, Nehru Marg",SURAT,GUJARAT,4,Manager 3444,2020-05-02,16345,RENOVATION
5193,ST-5193,Chennai Flagship Store,FLAGSHIP,"661, Brigade Road",CHENNAI,TAMIL NADU,2,Manager 5670,2019-10-17,7667,RENOVATION
5194,ST-5194,Mysuru Popup Store,EXPRESS,"45, Nehru Marg",MYSURU,KARNATAKA,2,Manager 1859,2021-10-01,6563,ACTIVE
5195,ST-5195,New Delhi Popup Store,FLAGSHIP,"73, Park Street",NEW DELHI,DELHI,1,Manager 8287,2023-06-10,11481,RENOVATION
5196,ST-5196,Hyderabad Standard Store,FLAGSHIP,"334, Park Street",HYDERABAD,TELANGANA,2,Manager 2606,2021-08-27,8569,RENOVATION
5197,ST-5197,Hyderabad Standard Store,FLAGSHIP,"483, FC Road",HYDERABAD,TELANGANA,2,Manager 8936,2022-03-19,2580,RENOVATION
5198,ST-5198,Kanpur Popup Store,EXPRESS,"183, Linking Road",KANPUR,UTTAR PRADESH,1,Manager 7119,2020-06-04,5269,RENOVATION
5199,ST-5199,Kochi Port Outlet Store,OUTLET,"208, Brigade Road",KOCHI PORT,KERALA,7,Manager 3084,2020-03-06,1851,CLOSED
5200,ST-5200,Noida Standard Store,FLAGSHIP,"873, Marine Drive",NOIDA,UTTAR PRADESH,1,Manager 8513,2021-02-23,14504,ACTIVE
