invoice_id,invoice_number,customer_id,invoice_date,due_date,subtotal_amount,discount_code,discount_amount,tax_amount,total_amount,payment_status,payment_method,payment_date,currency,region,store_id,channel,created_by
INV-1000672,NUM-2000672,1835,2025-08-10,2025-08-25,130341.68,MEGA643,12421.44,21225.64,139145.88,PAID,IMPS,2025-08-30,INR,INDIA WEST,5079,PHONE,etl_user
INV-1000673,NUM-2000673,1376,2025-07-14,2025-07-29,17795.6,,0.0,3203.21,20998.81,PAID,CASH,2025-08-05,INR,INDIA NORTH,5168,ONLINE,etl_user
INV-1000674,NUM-2000674,1859,2024-06-28,2024-08-12,109732.46,REPUBLIC602,19150.32,16304.79,106886.93,OVERDUE,RTGS,,INR,INDIA CENTRAL,5098,IN_STORE,etl_user
INV-1000675,NUM-2000675,1130,2024-11-28,2024-12-28,38440.64,WEEKEND875,2322.45,6501.27,42619.46,PAID,NEFT,2024-12-18,INR,INDIA SOUTH,5006,PHONE,etl_user
INV-1000676,NUM-2000676,2746,2025-12-09,2026-02-07,245585.07,DIWALI192,49525.98,35290.64,231349.73,PAID,CHEQUE,2025-12-28,INR,INDIA WEST,5013,PHONE,etl_user
INV-1000677,NUM-2000677,2807,2025-11-03,2025-12-03,34667.08,,0.0,6240.07,40907.15,PAID,NEFT,2025-11-16,INR,INDIA NORTH,5158,ONLINE,etl_user
INV-1000678,NUM-2000678,2187,2025-05-05,2025-07-04,115749.92,,0.0,20834.99,136584.91,PENDING,CHEQUE,,INR,INDIA NORTH,5198,MOBILE_APP,etl_user
INV-1000679,NUM-2000679,2210,2025-10-30,2025-11-29,89823.04,PRIME546,8701.94,14601.8,95722.9,PAID,NEFT,2025-11-02,INR,INDIA SOUTH,5015,IN_STORE,etl_user
INV-1000680,NUM-2000680,2791,2024-12-27,2025-02-25,137589.8,,0.0,24766.16,162355.96,PAID,IMPS,2025-02-05,INR,INDIA CENTRAL,5191,IN_STORE,etl_user
INV-1000681,NUM-2000681,1731,2025-06-07,2025-07-07,90812.22,,0.0,16346.2,107158.42,PAID,CREDIT_CARD,2025-06-09,INR,INDIA SOUTH,5057,MOBILE_APP,etl_user
INV-1000682,NUM-2000682,1867,2024-12-29,2025-01-13,247226.6,,0.0,44500.79,291727.39,CANCELLED,CASH,,INR,INDIA EXPORTS,5039,B2B,etl_user
INV-1000683,NUM-2000683,1618,2024-12-10,2024-12-25,212920.83,DIWALI192,33579.41,32281.46,211622.88,PAID,RTGS,2025-01-07,INR,INDIA SOUTH,5193,B2B,etl_user
INV-1000684,NUM-2000684,2067,2026-01-12,2026-02-26,229158.92,,0.0,41248.61,270407.53,PENDING,CHEQUE,,INR,INDIA SOUTH,5009,IN_STORE,etl_user
INV-1000685,NUM-2000685,2770,2025-02-16,2025-03-18,115241.95,EOSS925,26066.79,16051.53,105226.69,PAID,CHEQUE,2025-02-19,INR,INDIA NORTH,5171,MOBILE_APP,etl_user
INV-1000686,NUM-2000686,2519,2025-03-28,2025-04-27,137564.37,,0.0,24761.59,162325.96,PAID,UPI,2025-05-07,INR,INDIA WEST,5130,IN_STORE,etl_user
INV-1000687,NUM-2000687,2548,2025-07-11,2025-07-26,66209.11,FLASH949,7148.72,10630.87,69691.26,OVERDUE,CHEQUE,,INR,INDIA NORTH,5036,B2B,etl_user
INV-1000688,NUM-2000688,2144,2024-04-13,2024-04-28,43520.09,MEGA643,5128.75,6910.44,45301.78,PAID,RTGS,2024-04-29,INR,INDIA EXPORTS,5151,PHONE,etl_user
INV-1000689,NUM-2000689,2103,2025-12-26,2026-01-10,78270.76,PRIME666,9496.81,12379.31,81153.26,PAID,CASH,2026-01-23,INR,INDIA NORTH,5111,ONLINE,etl_user
INV-1000690,NUM-2000690,1795,2025-01-02,2025-02-16,14422.03,,0.0,2595.97,17018.0,PENDING,RTGS,,INR,INDIA EXPORTS,5199,IN_STORE,etl_user
INV-1000691,NUM-2000691,1069,2024-08-01,2024-09-15,114683.84,,0.0,20643.09,135326.93,PAID,CHEQUE,2024-08-21,INR,INDIA NORTH,5062,MOBILE_APP,etl_user
INV-1000692,NUM-2000692,2267,2024-07-16,2024-08-15,91311.17,,0.0,16436.01,107747.18,PAID,IMPS,2024-08-23,INR,INDIA WEST,5028,ONLINE,etl_user
INV-1000693,NUM-2000693,1638,2026-01-31,2026-03-02,243089.58,,0.0,43756.12,286845.7,PAID,CREDIT_CARD,2026-03-14,INR,INDIA NORTH,5036,MOBILE_APP,etl_user
INV-1000694,NUM-2000694,1468,2026-02-22,2026-03-24,219998.84,WEEKEND456,31111.14,33999.79,222887.49,REFUNDED,RTGS,2026-03-16,INR,INDIA EXPORTS,5124,ONLINE,etl_user
INV-1000695,NUM-2000695,2940,2025-10-10,2025-11-24,249649.49,,0.0,44936.91,294586.4,PENDING,CHEQUE,,INR,INDIA NORTH EAST,5162,ONLINE,etl_user
INV-1000696,NUM-2000696,1449,2025-01-18,2025-03-19,249735.76,FREEDOM453,54093.23,35215.66,230858.19,PENDING,CASH,,INR,INDIA EXPORTS,5151,PHONE,etl_user
INV-1000697,NUM-2000697,1259,2026-04-14,2026-05-14,63840.18,,0.0,11491.23,75331.41,PENDING,RTGS,,INR,INDIA WEST,5012,ONLINE,etl_user
INV-1000698,NUM-2000698,1898,2024-12-22,2025-02-05,69300.98,,0.0,12474.18,81775.16,PAID,CHEQUE,2025-01-06,INR,INDIA NORTH,5105,B2B,etl_user
INV-1000699,NUM-2000699,1663,2024-03-12,2024-05-11,46888.14,,0.0,8439.87,55328.01,PAID,NEFT,2024-04-26,INR,INDIA NORTH EAST,5189,B2B,etl_user
INV-1000700,NUM-2000700,1630,2025-07-15,2025-08-14,107441.36,EOSS763,15565.83,16537.6,108413.13,PAID,CREDIT_CARD,2025-07-21,INR,INDIA NORTH EAST,5087,IN_STORE,etl_user
INV-1000701,NUM-2000701,1979,2024-06-17,2024-07-17,12809.59,,0.0,2305.73,15115.32,PAID,CASH,2024-07-15,INR,INDIA NORTH,5116,PHONE,etl_user
INV-1000702,NUM-2000702,2015,2025-04-03,2025-04-18,77770.4,WEEKEND456,14462.25,11395.47,74703.62,PAID,IMPS,2025-04-12,INR,INDIA SOUTH,5196,MOBILE_APP,etl_user
INV-1000703,NUM-2000703,1051,2025-11-22,2025-12-22,14684.44,MEGA283,3576.1,1999.5,13107.84,PAID,CREDIT_CARD,2025-12-02,INR,INDIA NORTH,5005,IN_STORE,etl_user
INV-1000704,NUM-2000704,2859,2024-04-09,2024-06-08,105970.76,EOSS763,7825.78,17666.1,115811.08,PAID,NEFT,2024-05-20,INR,INDIA WEST,5123,MOBILE_APP,etl_user
INV-1000705,NUM-2000705,2785,2024-11-18,2024-12-18,78054.63,,0.0,14049.83,92104.46,PAID,IMPS,2024-12-31,INR,INDIA SOUTH,5190,MOBILE_APP,etl_user
INV-1000706,NUM-2000706,1853,2025-12-23,2026-02-06,202530.66,REPUBLIC235,38891.1,29455.12,193094.68,CANCELLED,CHEQUE,,INR,INDIA SOUTH,5082,MOBILE_APP,etl_user
INV-1000707,NUM-2000707,1707,2024-03-01,2024-03-16,3603.27,,0.0,648.59,4251.86,PAID,NEFT,2024-03-25,INR,INDIA SOUTH,5086,PHONE,etl_user
INV-1000708,NUM-2000708,1406,2025-12-08,2025-12-23,152150.93,,0.0,27387.17,179538.1,PAID,IMPS,2025-12-29,INR,INDIA NORTH EAST,5087,ONLINE,etl_user
INV-1000709,NUM-2000709,2979,2025-05-07,2025-06-06,71471.65,,0.0,12864.9,84336.55,PAID,DEMAND_DRAFT,2025-06-20,INR,INDIA WEST,5010,MOBILE_APP,etl_user
INV-1000710,NUM-2000710,1630,2025-10-04,2025-11-18,218291.68,,0.0,39292.5,257584.18,REFUNDED,CASH,2025-11-13,INR,INDIA NORTH,5117,ONLINE,etl_user
INV-1000711,NUM-2000711,2310,2024-09-01,2024-10-16,129515.13,,0.0,23312.72,152827.85,PAID,DEMAND_DRAFT,2024-10-16,INR,INDIA NORTH,5117,ONLINE,etl_user
INV-1000712,NUM-2000712,1656,2025-10-03,2025-11-17,42841.43,,0.0,7711.46,50552.89,CANCELLED,IMPS,,INR,INDIA WEST,5035,MOBILE_APP,etl_user
INV-1000713,NUM-2000713,1044,2024-12-29,2025-02-12,221804.32,,0.0,39924.78,261729.1,PENDING,CASH,,INR,INDIA EAST,5164,ONLINE,etl_user
INV-1000714,NUM-2000714,2589,2024-02-04,2024-04-04,80798.06,,0.0,14543.65,95341.71,CANCELLED,CASH,,INR,INDIA EXPORTS,5029,ONLINE,etl_user
INV-1000715,NUM-2000715,1936,2025-02-03,2025-03-20,174080.07,,0.0,31334.41,205414.48,PAID,IMPS,2025-03-15,INR,INDIA WEST,5013,IN_STORE,etl_user
INV-1000716,NUM-2000716,2106,2024-09-16,2024-11-15,86655.66,,0.0,15598.02,102253.68,REFUNDED,IMPS,2024-10-19,INR,INDIA WEST,5130,MOBILE_APP,etl_user
INV-1000717,NUM-2000717,1195,2025-10-24,2025-12-23,160385.74,,0.0,28869.43,189255.17,PAID,CREDIT_CARD,2025-11-30,INR,INDIA NORTH,5158,B2B,etl_user
INV-1000718,NUM-2000718,2720,2026-04-19,2026-05-19,159531.39,,0.0,28715.65,188247.04,PAID,NEFT,2026-05-04,INR,INDIA SOUTH,5137,MOBILE_APP,etl_user
INV-1000719,NUM-2000719,2708,2024-07-29,2024-08-13,58237.16,,0.0,10482.69,68719.85,OVERDUE,IMPS,,INR,INDIA NORTH EAST,5007,PHONE,etl_user
INV-1000720,NUM-2000720,2793,2024-04-13,2024-04-28,190793.43,,0.0,34342.82,225136.25,PAID,IMPS,2024-05-06,INR,INDIA EXPORTS,5064,ONLINE,etl_user
INV-1000721,NUM-2000721,1448,2025-04-11,2025-05-11,53185.11,FREEDOM453,4671.44,8732.46,57246.13,PENDING,DEMAND_DRAFT,,INR,INDIA CENTRAL,5026,IN_STORE,etl_user
INV-1000722,NUM-2000722,1547,2025-04-27,2025-05-27,248228.61,,0.0,44681.15,292909.76,PAID,CASH,2025-05-21,INR,INDIA CENTRAL,5046,B2B,etl_user
INV-1000723,NUM-2000723,2196,2026-02-20,2026-04-06,16765.95,PRIME546,2650.77,2540.73,16655.91,REFUNDED,CREDIT_CARD,2026-02-27,INR,INDIA NORTH EAST,5085,B2B,etl_user
INV-1000724,NUM-2000724,2679,2025-09-14,2025-10-29,21540.23,,0.0,3877.24,25417.47,CANCELLED,CHEQUE,,INR,INDIA SOUTH,5049,PHONE,etl_user
INV-1000725,NUM-2000725,2194,2025-05-08,2025-05-23,216595.27,,0.0,38987.15,255582.42,PAID,CREDIT_CARD,2025-05-19,INR,INDIA SOUTH,5190,IN_STORE,etl_user
INV-1000726,NUM-2000726,2261,2024-09-13,2024-10-28,32082.48,,0.0,5774.85,37857.33,PAID,CREDIT_CARD,2024-09-23,INR,INDIA SOUTH,5196,B2B,etl_user
INV-1000727,NUM-2000727,2631,2024-11-23,2025-01-22,17932.07,EOSS763,2000.51,2867.68,18799.24,PAID,CHEQUE,2024-12-02,INR,INDIA WEST,5126,MOBILE_APP,etl_user
INV-1000728,NUM-2000728,2906,2024-09-15,2024-11-14,233213.13,,0.0,41978.36,275191.49,PAID,IMPS,2024-10-03,INR,INDIA SOUTH,5014,IN_STORE,etl_user
INV-1000729,NUM-2000729,1103,2025-09-23,2025-10-08,139579.52,,0.0,25124.31,164703.83,PAID,CHEQUE,2025-09-28,INR,INDIA WEST,5012,MOBILE_APP,etl_user
INV-1000730,NUM-2000730,1832,2024-08-27,2024-10-26,223664.16,,0.0,40259.55,263923.71,PAID,UPI,2024-08-28,INR,INDIA WEST,5067,ONLINE,etl_user
INV-1000731,NUM-2000731,1602,2024-04-13,2024-06-12,239096.86,,0.0,43037.43,282134.29,PAID,CHEQUE,2024-05-10,INR,INDIA EAST,5102,PHONE,etl_user
INV-1000732,NUM-2000732,2246,2024-02-09,2024-03-25,86211.36,,0.0,15518.04,101729.4,PAID,IMPS,2024-03-19,INR,INDIA EAST,5102,B2B,etl_user
INV-1000733,NUM-2000733,2376,2024-03-03,2024-04-17,1706.26,REPUBLIC353,276.54,257.35,1687.07,PAID,CASH,2024-04-10,INR,INDIA SOUTH,5030,IN_STORE,etl_user
INV-1000734,NUM-2000734,2355,2026-01-18,2026-02-17,114254.31,,0.0,20565.78,134820.09,PAID,DEMAND_DRAFT,2026-02-23,INR,INDIA SOUTH,5014,ONLINE,etl_user
INV-1000735,NUM-2000735,1509,2026-03-15,2026-04-29,123426.01,,0.0,22216.68,145642.69,PAID,UPI,2026-03-16,INR,INDIA CENTRAL,5110,ONLINE,etl_user
INV-1000736,NUM-2000736,2102,2025-10-07,2025-11-21,188115.29,,0.0,33860.75,221976.04,PAID,CREDIT_CARD,2025-11-17,INR,INDIA NORTH,5195,B2B,etl_user
INV-1000737,NUM-2000737,1520,2024-08-02,2024-09-16,36101.02,,0.0,6498.18,42599.2,PAID,CHEQUE,2024-08-03,INR,INDIA SOUTH,5069,PHONE,etl_user
INV-1000738,NUM-2000738,2841,2024-07-01,2024-08-15,202214.51,,0.0,36398.61,238613.12,PAID,DEMAND_DRAFT,2024-08-08,INR,INDIA EAST,5100,B2B,etl_user
INV-1000739,NUM-2000739,2040,2025-08-07,2025-10-06,93864.74,,0.0,16895.65,110760.39,PAID,CHEQUE,2025-09-13,INR,INDIA CENTRAL,5098,PHONE,etl_user
INV-1000740,NUM-2000740,2413,2025-07-31,2025-08-30,150485.22,HOLI142,10067.94,25275.11,165692.39,REFUNDED,DEMAND_DRAFT,2025-08-10,INR,INDIA WEST,5059,PHONE,etl_user
INV-1000741,NUM-2000741,2791,2025-07-03,2025-08-02,118083.1,,0.0,21254.96,139338.06,PENDING,CREDIT_CARD,,INR,INDIA WEST,5179,PHONE,etl_user
INV-1000742,NUM-2000742,1597,2024-06-25,2024-07-10,26530.92,EOSS304,2568.49,4313.24,28275.67,PENDING,NEFT,,INR,INDIA WEST,5088,B2B,etl_user
INV-1000743,NUM-2000743,2412,2024-08-25,2024-09-09,103057.64,,0.0,18550.38,121608.02,PENDING,NEFT,,INR,INDIA NORTH,5149,IN_STORE,etl_user
INV-1000744,NUM-2000744,1021,2025-05-23,2025-07-07,73196.63,,0.0,13175.39,86372.02,PAID,CHEQUE,2025-06-24,INR,INDIA NORTH,5156,MOBILE_APP,etl_user
INV-1000745,NUM-2000745,2010,2024-09-01,2024-10-31,144524.97,WEEKEND329,8237.37,24531.77,160819.37,PAID,CASH,2024-09-28,INR,INDIA NORTH,5182,B2B,etl_user
INV-1000746,NUM-2000746,2705,2024-11-21,2024-12-21,179662.52,,0.0,32339.25,212001.77,OVERDUE,CREDIT_CARD,,INR,INDIA EAST,5132,ONLINE,etl_user
INV-1000747,NUM-2000747,2069,2024-06-09,2024-06-24,13711.89,,0.0,2468.14,16180.03,PAID,UPI,2024-06-28,INR,INDIA EXPORTS,5101,IN_STORE,etl_user
INV-1000748,NUM-2000748,2415,2024-06-17,2024-07-17,90645.19,,0.0,16316.13,106961.32,PAID,CHEQUE,2024-07-19,INR,INDIA NORTH EAST,5034,MOBILE_APP,etl_user
INV-1000749,NUM-2000749,1040,2026-01-31,2026-02-15,128035.3,,0.0,23046.35,151081.65,REFUNDED,IMPS,2026-02-14,INR,INDIA SOUTH,5144,PHONE,etl_user
INV-1000750,NUM-2000750,2356,2024-08-13,2024-08-28,45352.95,,0.0,8163.53,53516.48,PAID,CREDIT_CARD,2024-09-26,INR,INDIA SOUTH,5080,MOBILE_APP,etl_user
INV-1000751,NUM-2000751,1406,2024-08-19,2024-10-18,128106.32,EOSS461,21644.99,19163.04,125624.37,REFUNDED,IMPS,2024-08-25,INR,INDIA SOUTH,5069,PHONE,etl_user
INV-1000752,NUM-2000752,1735,2024-11-15,2024-12-15,113127.76,,0.0,20363.0,133490.76,PAID,CREDIT_CARD,2024-12-12,INR,INDIA WEST,5010,ONLINE,etl_user
INV-1000753,NUM-2000753,1792,2026-03-06,2026-03-21,219140.87,,0.0,39445.36,258586.23,PAID,IMPS,2026-04-02,INR,INDIA WEST,5136,PHONE,etl_user
INV-1000754,NUM-2000754,2558,2024-08-26,2024-10-10,96181.35,,0.0,17312.64,113493.99,PAID,CREDIT_CARD,2024-08-30,INR,INDIA CENTRAL,5098,PHONE,etl_user
INV-1000755,NUM-2000755,2373,2026-02-07,2026-03-24,42276.57,EOSS304,8884.24,6010.62,39402.95,CANCELLED,CASH,,INR,INDIA NORTH,5116,MOBILE_APP,etl_user
INV-1000756,NUM-2000756,2453,2025-07-07,2025-09-05,52561.91,EOSS925,11819.2,7333.69,48076.4,PAID,UPI,2025-08-07,INR,INDIA SOUTH,5092,ONLINE,etl_user
INV-1000757,NUM-2000757,2458,2026-03-20,2026-04-04,59635.1,,0.0,10734.32,70369.42,PAID,CASH,2026-04-08,INR,INDIA NORTH EAST,5052,IN_STORE,etl_user
INV-1000758,NUM-2000758,2135,2025-07-10,2025-08-24,115419.7,,0.0,20775.55,136195.25,PAID,NEFT,2025-08-21,INR,INDIA NORTH,5175,MOBILE_APP,etl_user
INV-1000759,NUM-2000759,1495,2024-01-11,2024-03-11,143604.74,,0.0,25848.85,169453.59,PAID,CREDIT_CARD,2024-01-20,INR,INDIA NORTH,5168,B2B,etl_user
INV-1000760,NUM-2000760,1107,2025-07-09,2025-09-07,127211.76,,0.0,22898.12,150109.88,PAID,CREDIT_CARD,2025-08-10,INR,INDIA NORTH EAST,5166,B2B,etl_user
INV-1000761,NUM-2000761,2960,2025-06-07,2025-07-07,164557.25,,0.0,29620.31,194177.56,PAID,UPI,2025-06-18,INR,INDIA NORTH,5003,B2B,etl_user
INV-1000762,NUM-2000762,2676,2025-01-17,2025-03-18,64115.46,,0.0,11540.78,75656.24,PENDING,IMPS,,INR,INDIA NORTH,5032,ONLINE,etl_user
INV-1000763,NUM-2000763,1485,2024-03-05,2024-04-04,45956.51,,0.0,8272.17,54228.68,OVERDUE,DEMAND_DRAFT,,INR,INDIA EXPORTS,5151,IN_STORE,etl_user
INV-1000764,NUM-2000764,2613,2025-11-08,2025-12-23,90788.48,HOLI142,20127.56,12718.97,83379.89,PAID,UPI,2025-12-12,INR,INDIA EXPORTS,5140,PHONE,etl_user
INV-1000765,NUM-2000765,2950,2026-03-12,2026-05-11,146183.8,,0.0,26313.08,172496.88,PAID,RTGS,2026-04-07,INR,INDIA SOUTH,5015,B2B,etl_user
INV-1000766,NUM-2000766,1335,2024-12-02,2025-01-16,201740.24,,0.0,36313.24,238053.48,PENDING,CASH,,INR,INDIA NORTH,5177,MOBILE_APP,etl_user
INV-1000767,NUM-2000767,1080,2024-08-03,2024-09-17,75897.33,,0.0,13661.52,89558.85,PAID,RTGS,2024-08-26,INR,INDIA NORTH,5180,PHONE,etl_user
INV-1000768,NUM-2000768,2343,2024-11-14,2025-01-13,116932.49,,0.0,21047.85,137980.34,PAID,RTGS,2024-12-01,INR,INDIA SOUTH,5106,PHONE,etl_user
INV-1000769,NUM-2000769,2621,2024-06-21,2024-07-06,63935.67,,0.0,11508.42,75444.09,PAID,CHEQUE,2024-08-02,INR,INDIA NORTH EAST,5161,MOBILE_APP,etl_user
INV-1000770,NUM-2000770,2145,2025-05-13,2025-07-12,245708.41,WEEKEND875,18407.86,40914.1,268214.65,PENDING,CREDIT_CARD,,INR,INDIA NORTH,5183,IN_STORE,etl_user
INV-1000771,NUM-2000771,1954,2026-01-20,2026-02-04,69813.09,,0.0,12566.36,82379.45,PAID,IMPS,2026-02-09,INR,INDIA NORTH EAST,5162,ONLINE,etl_user
INV-1000772,NUM-2000772,2958,2025-03-13,2025-05-12,179176.19,,0.0,32251.71,211427.9,PAID,CREDIT_CARD,2025-03-23,INR,INDIA NORTH,5187,PHONE,etl_user
INV-1000773,NUM-2000773,2382,2024-08-11,2024-09-10,169397.33,,0.0,30491.52,199888.85,PENDING,CREDIT_CARD,,INR,INDIA SOUTH,5049,MOBILE_APP,etl_user
INV-1000774,NUM-2000774,1333,2025-06-15,2025-08-14,31232.21,,0.0,5621.8,36854.01,PAID,CASH,2025-07-26,INR,INDIA NORTH,5148,PHONE,etl_user
INV-1000775,NUM-2000775,1375,2025-11-19,2025-12-19,218223.48,,0.0,39280.23,257503.71,PAID,IMPS,2025-12-09,INR,INDIA EAST,5042,ONLINE,etl_user
INV-1000776,NUM-2000776,2377,2025-06-24,2025-08-08,9922.8,,0.0,1786.1,11708.9,PAID,CASH,2025-07-04,INR,INDIA SOUTH,5014,IN_STORE,etl_user
INV-1000777,NUM-2000777,2787,2026-01-23,2026-02-22,37971.57,MEGA283,8718.98,5265.47,34518.06,PAID,CHEQUE,2026-02-23,INR,INDIA SOUTH,5089,MOBILE_APP,etl_user
INV-1000778,NUM-2000778,2242,2025-05-15,2025-07-14,215214.4,,0.0,38738.59,253952.99,PAID,CREDIT_CARD,2025-06-15,INR,INDIA NORTH,5128,IN_STORE,etl_user
INV-1000779,NUM-2000779,2925,2025-12-01,2026-01-30,38986.3,FREEDOM377,7785.37,5616.17,36817.1,PAID,CREDIT_CARD,2026-01-06,INR,INDIA WEST,5121,ONLINE,etl_user
INV-1000780,NUM-2000780,2269,2025-08-03,2025-09-02,194546.55,,0.0,35018.38,229564.93,PAID,NEFT,2025-08-12,INR,INDIA SOUTH,5009,IN_STORE,etl_user
INV-1000781,NUM-2000781,1515,2024-02-13,2024-03-14,218803.81,,0.0,39384.69,258188.5,PAID,CREDIT_CARD,2024-02-24,INR,INDIA NORTH,5027,ONLINE,etl_user
INV-1000782,NUM-2000782,2587,2026-02-18,2026-03-05,242085.8,,0.0,43575.44,285661.24,PAID,IMPS,2026-03-05,INR,INDIA NORTH,5095,B2B,etl_user
INV-1000783,NUM-2000783,2868,2025-08-29,2025-10-13,65814.5,,0.0,11846.61,77661.11,PAID,CHEQUE,2025-09-21,INR,INDIA EAST,5066,ONLINE,etl_user
INV-1000784,NUM-2000784,1409,2025-01-11,2025-01-26,99450.82,,0.0,17901.15,117351.97,PAID,NEFT,2025-01-30,INR,INDIA SOUTH,5011,IN_STORE,etl_user
INV-1000785,NUM-2000785,1488,2025-06-07,2025-06-22,232208.46,,0.0,41797.52,274005.98,PAID,UPI,2025-06-19,INR,INDIA NORTH EAST,5159,B2B,etl_user
INV-1000786,NUM-2000786,2164,2025-05-19,2025-06-03,234563.99,,0.0,42221.52,276785.51,PAID,IMPS,2025-06-21,INR,INDIA WEST,5035,IN_STORE,etl_user
INV-1000787,NUM-2000787,1331,2025-03-30,2025-04-29,182564.76,,0.0,32861.66,215426.42,PAID,CREDIT_CARD,2025-04-14,INR,INDIA NORTH,5158,B2B,etl_user
INV-1000788,NUM-2000788,2148,2024-08-18,2024-10-02,184103.61,,0.0,33138.65,217242.26,PAID,CASH,2024-08-19,INR,INDIA EAST,5019,PHONE,etl_user
INV-1000789,NUM-2000789,1526,2024-12-15,2025-01-29,5634.74,,0.0,1014.25,6648.99,PENDING,NEFT,,INR,INDIA SOUTH,5030,MOBILE_APP,etl_user
INV-1000790,NUM-2000790,1045,2024-01-01,2024-01-16,100656.87,,0.0,18118.24,118775.11,PAID,CASH,2024-02-13,INR,INDIA EXPORTS,5151,PHONE,etl_user
INV-1000791,NUM-2000791,1224,2026-01-09,2026-02-23,123997.52,,0.0,22319.55,146317.07,PAID,NEFT,2026-02-13,INR,INDIA SOUTH,5021,ONLINE,etl_user
INV-1000792,NUM-2000792,1082,2024-11-05,2024-12-05,178588.58,WEEKEND456,15983.44,29268.93,191874.07,PAID,IMPS,2024-12-16,INR,INDIA WEST,5184,ONLINE,etl_user
INV-1000793,NUM-2000793,2876,2024-09-10,2024-10-10,97568.39,REPUBLIC900,23363.67,13356.85,87561.57,REFUNDED,NEFT,2024-10-05,INR,INDIA NORTH,5032,PHONE,etl_user
INV-1000794,NUM-2000794,2613,2025-06-02,2025-06-17,125860.72,EOSS804,8714.58,21086.31,138232.45,PAID,IMPS,2025-06-30,INR,INDIA NORTH,5005,B2B,etl_user
INV-1000795,NUM-2000795,2422,2025-12-29,2026-01-28,54057.81,PRIME865,7344.87,8408.33,55121.27,PENDING,CHEQUE,,INR,INDIA NORTH,5095,ONLINE,etl_user
INV-1000796,NUM-2000796,2227,2024-09-22,2024-10-22,43063.98,,0.0,7751.52,50815.5,REFUNDED,NEFT,2024-10-25,INR,INDIA NORTH EAST,5043,B2B,etl_user
INV-1000797,NUM-2000797,1101,2024-01-30,2024-03-30,139179.09,,0.0,25052.24,164231.33,PAID,CREDIT_CARD,2024-03-12,INR,INDIA NORTH EAST,5166,IN_STORE,etl_user
INV-1000798,NUM-2000798,2312,2025-11-17,2025-12-02,153388.6,,0.0,27609.95,180998.55,PAID,CREDIT_CARD,2025-12-21,INR,INDIA NORTH,5175,PHONE,etl_user
INV-1000799,NUM-2000799,2194,2026-01-26,2026-03-12,152620.61,,0.0,27471.71,180092.32,PAID,CASH,2026-03-11,INR,INDIA NORTH,5163,PHONE,etl_user
INV-1000800,NUM-2000800,2572,2025-11-06,2025-11-21,171752.84,,0.0,30915.51,202668.35,PAID,CHEQUE,2025-11-10,INR,INDIA WEST,5146,ONLINE,etl_user
INV-1000801,NUM-2000801,1316,2025-02-20,2025-03-22,133132.07,,0.0,23963.77,157095.84,OVERDUE,CHEQUE,,INR,INDIA WEST,5094,PHONE,etl_user
INV-1000802,NUM-2000802,2837,2025-08-04,2025-09-03,15247.06,,0.0,2744.47,17991.53,PAID,UPI,2025-09-14,INR,INDIA WEST,5067,ONLINE,etl_user
INV-1000803,NUM-2000803,2314,2024-05-13,2024-06-27,118011.76,,0.0,21242.12,139253.88,REFUNDED,CREDIT_CARD,2024-05-27,INR,INDIA WEST,5160,MOBILE_APP,etl_user
INV-1000804,NUM-2000804,1750,2025-04-05,2025-04-20,133954.43,REPUBLIC235,6783.12,22890.84,150062.15,PAID,NEFT,2025-04-24,INR,INDIA EAST,5060,MOBILE_APP,etl_user
INV-1000805,NUM-2000805,1880,2024-06-17,2024-08-01,85030.27,WEEKEND999,10828.58,13356.3,87557.99,PAID,NEFT,2024-07-15,INR,INDIA WEST,5063,PHONE,etl_user
INV-1000806,NUM-2000806,2943,2025-07-25,2025-09-08,57931.35,FREEDOM453,6660.79,9228.7,60499.26,PENDING,UPI,,INR,INDIA EXPORTS,5151,B2B,etl_user
INV-1000807,NUM-2000807,2686,2024-02-07,2024-02-22,186935.78,,0.0,33648.44,220584.22,OVERDUE,NEFT,,INR,INDIA NORTH,5149,PHONE,etl_user
INV-1000808,NUM-2000808,1466,2025-09-15,2025-09-30,239989.83,,0.0,43198.17,283188.0,PAID,CHEQUE,2025-10-05,INR,INDIA NORTH EAST,5085,B2B,etl_user
INV-1000809,NUM-2000809,1248,2024-05-11,2024-06-10,1826.01,,0.0,328.68,2154.69,PAID,DEMAND_DRAFT,2024-05-15,INR,INDIA NORTH EAST,5078,ONLINE,etl_user
INV-1000810,NUM-2000810,1517,2025-07-31,2025-09-14,152003.74,,0.0,27360.67,179364.41,PENDING,CASH,,INR,INDIA NORTH,5099,MOBILE_APP,etl_user
INV-1000811,NUM-2000811,1228,2025-04-10,2025-04-25,21830.65,,0.0,3929.52,25760.17,OVERDUE,DEMAND_DRAFT,,INR,INDIA WEST,5192,MOBILE_APP,etl_user
INV-1000812,NUM-2000812,1967,2024-05-09,2024-05-24,225280.36,,0.0,40550.46,265830.82,PAID,IMPS,2024-06-22,INR,INDIA SOUTH,5155,ONLINE,etl_user
INV-1000813,NUM-2000813,2338,2025-07-28,2025-09-11,149570.53,,0.0,26922.7,176493.23,PENDING,CHEQUE,,INR,INDIA NORTH,5175,MOBILE_APP,etl_user
